15:34:32.678 [main] INFO  c.a.n.c.e.SearchableProperties - [sortPropertySourceDefaultOrder,197] - properties search order:PROPERTIES->JVM->ENV->DEFAULT_SETTING
15:34:42.556 [main] INFO  o.f.s.SpringProcessEngineConfiguration - [configuratorsAfterInit,1108] - Executing configure() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
15:34:42.972 [main] INFO  l.lockservice - [log,30] - Successfully acquired change log lock
15:34:43.882 [main] INFO  liquibase.changelog - [log,30] - Reading from `pmhub-workflow`.FLW_EV_DATABASECHANGELOG
15:34:43.936 [main] INFO  l.lockservice - [log,30] - Successfully released change log lock
15:34:43.937 [main] INFO  o.f.e.i.EventRegistryEngineImpl - [<init>,53] - EventRegistryEngine default created
15:34:43.938 [main] INFO  o.f.s.SpringProcessEngineConfiguration - [configuratorsAfterInit,1108] - Executing configure() of class org.flowable.idm.engine.configurator.IdmEngineConfigurator (priority:150000)
15:34:43.960 [main] INFO  o.f.i.e.i.IdmEngineImpl - [<init>,52] - IdmEngine default created
15:34:44.011 [main] INFO  o.f.e.i.ProcessEngineImpl - [<init>,89] - ProcessEngine default created
15:34:44.054 [main] INFO  o.f.e.i.c.ValidateV5EntitiesCmd - [execute,43] - Total of v5 deployments found: 0
15:34:44.529 [main] INFO  org.redisson.Version - [logVersion,41] - Redisson 3.16.2
15:34:45.054 [redisson-netty-2-24] INFO  o.r.c.p.MasterPubSubConnectionPool - [lambda$run$0,166] - 1 connections initialized for localhost/127.0.0.1:6379
15:34:45.080 [redisson-netty-2-20] INFO  o.r.c.p.MasterConnectionPool - [lambda$run$0,166] - 24 connections initialized for localhost/127.0.0.1:6379
15:34:46.005 [main] INFO  c.a.c.s.SentinelWebMvcConfigurer - [addInterceptors,52] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
15:34:48.915 [main] INFO  o.f.j.s.i.a.AbstractAsyncExecutor - [start,108] - Starting up the async job executor [org.flowable.spring.job.service.SpringAsyncExecutor] for engine bpmn
15:34:48.929 [Thread-50] INFO  o.f.j.s.i.a.ResetExpiredJobsRunnable - [run,63] - starting to reset expired jobs for engine bpmn
15:34:48.929 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-6808"]
15:34:48.930 [Thread-49] INFO  o.f.j.s.i.a.AcquireTimerJobsRunnable - [run,109] - starting to acquire async jobs due for engine bpmn
15:34:48.931 [Thread-48] INFO  o.f.j.s.i.a.AcquireAsyncJobsDueRunnable - [run,106] - starting to acquire async jobs due for engine bpmn
15:34:48.969 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [init,56] - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
15:34:48.970 [main] INFO  c.a.n.p.a.s.c.ClientAuthPluginManager - [init,56] - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
15:34:49.205 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,76] - nacos registry, DEFAULT_GROUP pmhub-workflow 192.168.46.1:6808 register finished
15:34:51.041 [main] INFO  c.l.p.w.PmHubWorkflowApplication - [logStarted,61] - Started PmHubWorkflowApplication in 19.212 seconds (JVM running for 20.527)
15:34:51.061 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=pmhub-workflow-dev.yml, group=DEFAULT_GROUP
15:34:51.062 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=pmhub-workflow, group=DEFAULT_GROUP
15:34:51.062 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=pmhub-workflow.yml, group=DEFAULT_GROUP
15:34:51.825 [RMI TCP Connection(8)-192.168.46.1] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
